,weight
0,1.3306628112696368
1,1.201276325038517
2,0.1471514805735402
3,-0.29912448169932976
4,0.8130056957425811
5,0.17030699563057838
6,-1.039643931517315
7,0.6025871482083379
8,0.04010006676214992
9,-1.1762399745231937
10,0.5263503980198136
11,-2.744884989806827
12,1.6337869247102077
13,-0.37563102065448656
14,0.7756783383295277
15,1.8526691960990387
16,0.5486468527453674
17,1.1532402102734352
18,-0.20680710245858028
19,0.8368624021374216
20,0.8636981622915898
21,-0.22947532257435826
22,0.12187913502497694
23,-1.2470573007096803
24,-1.3865051313064185
25,0.2815512516986555
26,-2.0185621289359057
27,1.418534390268866
28,0.8869272905014398
29,0.32760976158366684
30,0.17430487286343116
31,-0.20444605434685312
32,0.3751368230538316
33,-1.6016025286923765
34,0.06831945758582725
35,0.7415649141997851
36,-0.7682059444256473
37,-0.10487814321903124
38,-1.0541874232935122
39,-1.071719763391586
40,0.5788153438254082
41,0.6222215994850372
42,0.28621187087703215
43,0.0530388451420011
44,3.0784165484490664
45,1.1953328229839195
46,-1.5231821377909638
47,0.9173185155203243
48,-0.26333583369951613
49,-0.9940779935976248
50,-0.6851625890106036
51,-0.28859823980513427
52,0.45811717143068664
53,-1.6938519288559262
54,-1.2011799589765717
55,0.056723905837841405
56,0.9859101745513309
57,1.5125739433820682
58,1.8771895986964104
59,1.1564877509968574
60,0.751142648860808
61,-0.07735592993336907
62,-1.2346455361110762
63,2.092388172520444
64,-0.16072828028729083
65,-0.5424965598662846
66,0.6884884319202275
67,2.2049779926402424
68,-0.991753842945104
69,-0.0732262845664133
70,0.500206199508692
71,1.0165700839804062
72,-0.18461415661773745
73,1.6540831286341493
74,0.21109648208151696
75,-0.16539383277622918
76,1.7868713051157805
77,1.017831117116949
78,-0.04326742839461874
79,-1.047855311626681
80,-0.20044605306614746
81,-0.07476314375999428
82,2.375512289938738
83,-1.3321374956540282
84,0.3216781901381676
85,-0.1756105708998559
86,-0.5159739455099456
87,-0.7539167696956383
88,-1.7589770810954564
89,-0.13045813263382966
90,0.6013592117443487
91,-0.3307755327879819
92,2.3866153852143905
93,-1.381903044787634
94,2.990750590438983
95,0.3552274083135768
96,-1.7772221170743372
97,0.6674964038239328
98,-0.6355018197422213
99,0.410040201387396
100,1.1102587878205152
101,0.5513557313099626
102,-0.997523521389491
103,1.6531525773987648
104,1.1441585241072623
105,0.9398141114707897
106,1.1208848402819451
107,-0.35584931767135525
108,-1.4752833657475795
109,-0.3459677360397165
110,0.14018474601275588
111,1.2936855230854056
112,0.9903866032122461
113,0.993596757834976
114,-1.0351989912145991
115,-2.562687453812154
116,1.0754872003139428
117,-1.1059161478310657
118,-0.7001627742867537
119,-1.5323780994561667
120,1.3855591101961409
121,-1.209965958848347
122,-0.2924785803845016
123,-2.1049991659412997
124,1.5179216550566936
125,-0.1547707447643756
126,1.3636396980718817
127,-1.3984832092636423
128,0.1763499633042302
129,0.576713906894203
130,2.549942652404664
131,1.4394845845826814
132,-0.23161885211739364
133,1.1767630868918135
134,0.9856634816296691
135,0.1480964036011629
136,-0.9341661827935267
137,-1.4157952071607702
138,0.1276698767637769
139,0.03170043657889447
140,1.1401289892449227
141,-1.2707735812076413
142,0.347891113310227
143,0.9876099996999648
144,-0.4972901612647442
145,-0.5794990657791306
146,0.6465648185777652
147,-0.2171749783417596
148,-0.4443427453690303
149,0.22745887259770106
150,-0.37939253956903135
151,0.26425797599083256
152,0.029037919236284394
153,0.5101278719336578
154,0.22329995127672397
155,-3.322796125703226
156,0.7884645369644214
157,0.07018965801598334
158,-1.9308896593033475
159,-2.1934265941082938
160,0.6790850620624669
161,0.8891394353733304
162,1.9573528071156434
163,-0.12896135240669088
164,-0.6760765520260001
165,1.353476525002741
166,0.30898414757822684
167,0.16389914676571302
168,0.9433301050192858
169,-0.8291869416377542
170,0.19831765653137381
171,0.5650134439071404
172,2.0070809859068146
173,-1.4205420433448972
174,-0.9862441670375881
175,-0.585077098506826
176,-1.2883843237163117
177,0.5902726377929668
178,0.1289296563429405
179,0.21472843698178729
180,1.9877686941415937
181,0.005097154437103858
182,1.285067543237701
183,-1.1435772262284922
184,-0.8357258846581429
185,-0.10705459347045047
186,0.9052656737560929
187,-0.2264924535067829
188,0.3401917654854238
189,-0.6901288815147771
190,0.2536522130667077
191,-0.2645547049770267
192,-1.671717539309281
193,-1.3183698356803322
194,0.3089285643558051
195,1.1767783314676847
196,2.1839021163385137
197,1.6178934231410713
198,0.20338991923950303
199,1.2649031449828783
200,-0.9536285452500055
201,1.5600245965891126
202,0.19089749138470216
203,2.8989399461928183
204,0.6936856838872358
205,-0.11453705467910522
206,-1.3923761981069074
207,-2.8113821056576094
208,-1.4301661734605866
209,0.05489930355002029
210,1.6024987732681248
211,-0.559940457234052
212,-0.25294746092983145
213,1.420080774615828
214,-2.601109030651266
215,1.1604167098665403
216,-1.29085168636093
217,1.5388354305264464
218,-2.6912574395668205
219,-2.0770867189673727
220,-1.0644124407716788
221,-0.645027395230519
222,-2.2898527122764145
223,1.3892258535850377
224,-0.2681489749994703
225,-0.43811520506352186
226,0.03334804841534009
227,-2.0071746485374002
228,-0.1654384147363005
229,-0.5565242407120822
230,-0.2870820190777521
231,-0.036502910163688146
232,0.7785624186666811
233,0.33556893513280417
234,-0.964077552589574
235,0.1773548026296909
236,1.2660471710602224
237,-0.7084390452042665
238,0.6830128627684408
239,1.1895297897161945
240,-1.6739210324292564
241,-0.8394425374155728
242,0.20929102463867533
243,1.0884995063615224
244,-0.9263929943957653
245,-0.268603251020589
246,0.06526123426099244
247,-0.6296847610025587
248,0.09673228234735039
249,-0.6937955753676277
250,0.9612806782725327
251,1.6565712852095615
252,1.1536000042783812
253,0.22251691190303066
254,-0.7788725400832381
255,2.604302320366862
256,0.25336471986195064
257,-1.2862789300354767
258,-2.069577818056808
259,1.152066898895591
260,-0.9059432277966754
261,0.65465585754959
262,-0.2713107007681463
263,0.8902860242434089
264,-1.9077135631893662
265,-2.335289016639207
266,-0.2839876824043391
267,0.08168112900442373
268,-1.3416574131948755
269,-1.5595742328184594
270,-1.7274801682018952
271,0.9759757265339367
272,-0.9008978952510723
273,1.2947536407011535
274,-1.1396316687853703
275,-2.153451388955009
276,-0.9331496971212421
277,0.021279868938583194
278,1.5344463929606136
279,-0.7951897474764635
280,0.32471457929896475
281,-1.9735995002557245
282,-1.5711353840078726
283,2.423699885213487
284,-1.5115098261766
285,-1.7791754032974476
286,-0.5317785541212278
287,-0.07819055414786187
288,-1.3972195345011347
289,-1.4876653195057963
290,0.19485312732431828
291,-0.6464743317849391
292,1.6879048500996063
293,-0.2787905929381563
294,-0.655197753699061
295,1.2175985085049688
296,-1.7221426381383678
297,0.13562613749121621
298,0.06807143359907285
299,0.4572667145809566
300,0.16453227178199792
301,0.3250530268243177
302,-0.14731218831105583
303,0.2948909864482868
304,2.0309475720688077
305,-0.8994428983017214
306,1.5007991843333603
307,0.27588657271082345
308,-0.33840795758279074
309,1.944739398432092
310,1.8597866281437636
311,1.1122066461504385
312,-0.49411064774843233
313,0.6516358023252677
314,0.9948891251628385
315,-0.08463495193450497
316,0.6521912005454943
317,-1.788966597216466
318,0.16661171735502334
319,-2.359937299418337
320,2.6749992491838834
321,-1.9233486169730076
322,-0.7242716504520186
323,0.8358757944866415
324,0.23915672947873154
325,-0.45413186881552026
326,-1.1984865467160803
327,0.998375138459123
328,-0.6881228143277399
329,0.45069910406966185
330,-0.28121103051211804
331,0.259831518238091
332,0.8750032055483489
333,2.5787208951869705
334,-1.559449567996816
335,0.37257030559621424
336,2.3523845300797848
337,0.344430191500819
338,0.3149088382189138
339,1.510677061387118
340,1.6414131980260884
341,-0.5821577878019257
342,0.04828285578130451
343,-0.29433204970838406
344,-1.5071849170646565
